ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
NM_005312.1_PROBE1	2.57e-09	3.83e-11	-10.1825312	15.492385	-1.74287924	RAPGEF1	Rap guanine nucleotide exchange factor 1
NM_000110.2_PROBE1	2.60e-09	3.89e-11	10.1756888	15.477815	1.51262425	DPYD	dihydropyrimidine dehydrogenase
NM_018098.1_PROBE1	2.64e-09	3.96e-11	10.1674819	15.467727	1.94939562	ECT2	epithelial cell transforming 2
AK023505_PROBE1	2.67e-09	4.03e-11	10.1598577	15.455063	1.83624573	CLIP4	CAP-Gly domain containing linker protein family member 4
NM_015571.1_PROBE1	2.67e-09	4.03e-11	10.1595916	15.444567	2.33742957	SENP6	SUMO1/sentrin specific peptidase 6
NM_002860.1_PROBE1	2.69e-09	4.10e-11	-10.1524912	15.439743	-1.58706774	ALDH18A1	aldehyde dehydrogenase 18 family member A1
NM_005838.1_PROBE1	2.68e-09	4.06e-11	-10.1570114	15.437985	-2.37218522	GLYAT	glycine-N-acyltransferase
AK024054_PROBE1	2.72e-09	4.16e-11	-10.146509	15.426394	-1.81732555		
978408.1_PROBE1	2.72e-09	4.17e-11	10.1445414	15.40478	1.25926962	GOLPH3L	golgi phosphoprotein 3 like
NM_018073.1_PROBE1	2.72e-09	4.19e-11	-10.1431083	15.403934	-1.22574695	TRIM68	tripartite motif containing 68
NM_001550.1_PROBE1	2.73e-09	4.21e-11	10.1403802	15.398312	2.01555202	IFRD1	interferon related developmental regulator 1
979369.9_PROBE1	2.75e-09	4.26e-11	-10.1356356	15.394869	-1.44828794	SEPN1	selenoprotein N, 1
NM_006313.1_PROBE1	2.81e-09	4.37e-11	10.1245759	15.365843	2.48756371	USP15	ubiquitin specific peptidase 15
223970.11_PROBE1	2.86e-09	4.47e-11	10.1147463	15.344138	2.12334812		
NM_006135.1_PROBE1	2.97e-09	4.66e-11	10.0956427	15.301598	1.97767115	CAPZA1	capping actin protein of muscle Z-line alpha subunit 1
196709.1_PROBE1	2.97e-09	4.67e-11	10.0946848	15.295625	2.17479996	RMI1	RecQ mediated genome instability 1
198830.3_PROBE1	3.03e-09	4.82e-11	10.0815774	15.278417	2.12006215	SPAG9	sperm associated antigen 9
NM_001165.2_PROBE1	3.03e-09	4.84e-11	10.0791273	15.276196	2.27238405	BIRC3	baculoviral IAP repeat containing 3
AB036063_PROBE1	3.03e-09	4.79e-11	10.0838463	15.273148	2.18387553	RRM2B	ribonucleotide reductase regulatory TP53 inducible subunit M2B
902479.11_PROBE1	3.03e-09	4.84e-11	10.079101	15.258477	1.76236589	PHC3	polyhomeotic homolog 3
NM_015471.1_PROBE1	3.03e-09	4.84e-11	10.0791488	15.257743	1.43694415	NSL1	NSL1, MIS12 kinetochore complex component
399137.12_PROBE1	3.09e-09	4.97e-11	10.0677739	15.240527	1.91258749	DHX36	DEAH-box helicase 36
2735742CB1_PROBE1	3.17e-09	5.12e-11	10.0549426	15.203761	1.74903307	PYURF	PIGY upstream reading frame
7502740CB1_PROBE1	3.31e-09	5.35e-11	-10.0355537	15.159325	-1.53405006		
1500434.4_PROBE1	3.42e-09	5.55e-11	10.0192156	15.143865	3.08792874	FAM76B	family with sequence similarity 76 member B
NM_012290.1_PROBE1	3.52e-09	5.78e-11	10.0016715	15.102745	1.75856743	TLK1	tousled like kinase 1
AF132948_PROBE1	3.48e-09	5.66e-11	-10.0105579	15.1023	-1.17320774	CEMP1	cementum protein 1
NM_003002.1_PROBE1	3.50e-09	5.72e-11	10.0064392	15.100029	1.62204031	SDHD	succinate dehydrogenase complex subunit D
202192.1_PROBE1	3.52e-09	5.81e-11	9.999608	15.094305	2.01391812		
NM_002958.1_PROBE1	3.53e-09	5.87e-11	9.9948889	15.087789	1.32189132	RYK	receptor-like tyrosine kinase
AL136945_PROBE1	3.52e-09	5.79e-11	10.0011214	15.083447	1.75725526	ZRANB2	zinc finger RANBP2-type containing 2
AF171055_PROBE1	3.55e-09	5.93e-11	-9.9904824	15.074175	-1.156273		
BF089481_PROBE1	3.53e-09	5.86e-11	9.9957315	15.070329	1.80439199	RAP1A	RAP1A, member of RAS oncogene family
AB037858_PROBE1	3.58e-09	6.00e-11	-9.9852016	15.056016	-2.36418252	LRRC8A	leucine rich repeat containing 8 family member A
234822.18_PROBE1	3.59e-09	6.04e-11	9.9825048	15.047286	2.14760336	FAM96A	family with sequence similarity 96 member A
NM_017654.1_PROBE1	3.65e-09	6.15e-11	9.974371	15.024061	2.45475038	SAMD9	sterile alpha motif domain containing 9
NM_006323.1_PROBE1	3.73e-09	6.32e-11	9.9625756	15.01353	1.14482487	SEC24B	SEC24 homolog B, COPII coat complex component
NM_014715.1_PROBE1	3.68e-09	6.22e-11	-9.9696059	15.00887	-1.10334395	ARHGAP32	Rho GTPase activating protein 32
NM_019108.1_PROBE1	3.77e-09	6.42e-11	-9.9559337	14.981033	-2.05046033	SMG9	SMG9, nonsense mediated mRNA decay factor
NM_032859.1_PROBE1	3.94e-09	6.82e-11	9.9295454	14.941538	2.5904969	ABHD13	abhydrolase domain containing 13
223265.1_PROBE1	3.93e-09	6.71e-11	9.9368116	14.938364	1.93417081	DCUN1D5	defective in cullin neddylation 1 domain containing 5
1330593CB1_PROBE1	3.94e-09	6.82e-11	9.9298856	14.929972	2.66467237	DEK	DEK proto-oncogene
NM_015355.1_PROBE1	3.94e-09	6.79e-11	9.9314664	14.926883	2.15927035	SUZ12	SUZ12 polycomb repressive complex 2 subunit
NM_021825.1_PROBE1	3.94e-09	6.78e-11	9.9319752	14.923611	1.46757985	CCDC90B	coiled-coil domain containing 90B
AL049397_PROBE1	3.94e-09	6.85e-11	9.9277361	14.923387	1.82210255	DESI2	desumoylating isopeptidase 2
255555.2_PROBE1	3.99e-09	6.95e-11	9.9215521	14.916036	1.65586039	CDC27	cell division cycle 27
1358031CB1_PROBE1	4.16e-09	7.28e-11	9.9014578	14.859523	1.65313285	JAK2	Janus kinase 2
NM_016618.1_PROBE1	4.19e-09	7.35e-11	9.8969647	14.859375	2.1121206	KRCC1	lysine rich coiled-coil 1
NM_002838.1_PROBE1	4.27e-09	7.51e-11	9.8877139	14.830107	1.8665775	PTPRC	protein tyrosine phosphatase, receptor type C
229238.2_PROBE1	4.36e-09	7.69e-11	9.8775515	14.800543	1.05989372	SETD7	SET domain containing lysine methyltransferase 7
NM_003557.1_PROBE1	4.42e-09	7.83e-11	-9.8698803	14.788987	-2.19641603	PIP5K1A	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha
NM_018169.1_PROBE1	4.42e-09	7.85e-11	9.868401	14.783944	2.25938943	KIAA1551	KIAA1551
216051.1_PROBE1	4.42e-09	7.88e-11	9.8670352	14.78269	1.36291173	EPC1	enhancer of polycomb homolog 1
N53183_PROBE1	4.42e-09	7.90e-11	9.8656746	14.779438	2.75328158	RNFT1	ring finger protein, transmembrane 1
NM_014317.2_PROBE1	4.46e-09	8.06e-11	9.8571565	14.778895	1.64401441	PDSS1	prenyl (decaprenyl) diphosphate synthase, subunit 1
AK002179_PROBE1	4.45e-09	8.01e-11	-9.8598205	14.767862	-2.01195432		
M82882_PROBE1	4.45e-09	7.99e-11	9.8607403	14.764114	1.54807972	ELF1	E74 like ETS transcription factor 1
AF286904_PROBE1	4.46e-09	8.07e-11	9.8564788	14.762709	1.56687847	EPC2	enhancer of polycomb homolog 2
NM_007123.1_PROBE1	4.52e-09	8.21e-11	-9.8492691	14.742112	-1.37748636	USH2A	usherin
246253.2_PROBE1	4.64e-09	8.48e-11	9.8349046	14.72507	2.02872284	TMTC3	transmembrane and tetratricopeptide repeat containing 3
NM_004998.1_PROBE1	4.61e-09	8.40e-11	-9.8392961	14.713778	-1.76780819	MYO1E	myosin IE
X04741_PROBE1	4.72e-09	8.66e-11	-9.8261094	14.705138	-1.48581017	UCHL1	ubiquitin C-terminal hydrolase L1
1453892.3_PROBE1	4.76e-09	8.76e-11	9.8210091	14.697164	2.34497626	PNISR	PNN interacting serine and arginine rich protein
1328695.1_PROBE1	4.78e-09	8.81e-11	9.818413	14.690854	2.47895434	KBTBD7	kelch repeat and BTB domain containing 7
1758973CB1_PROBE1	4.79e-09	8.90e-11	9.8143221	14.663962	1.63837954	SEC62	SEC62 homolog, preprotein translocation factor
NM_003968.1_PROBE1	4.79e-09	8.88e-11	9.8154103	14.660131	1.7929322	UBA3	ubiquitin like modifier activating enzyme 3
234903.1_PROBE1	4.98e-09	9.26e-11	9.7970235	14.631662	1.24595275	METTL4	methyltransferase like 4
898436.7_PROBE1	4.98e-09	9.29e-11	9.7954789	14.613385	2.12393081	KLF3	Kruppel like factor 3
NM_004748.1_PROBE1	5.01e-09	9.41e-11	9.7902443	14.605358	2.34171044	CCPG1	cell cycle progression 1
NM_016151.1_PROBE1	4.99e-09	9.35e-11	-9.79277	14.605166	-1.51976615	TAOK2	TAO kinase 2
148485.8_PROBE1	5.08e-09	9.66e-11	9.7789853	14.60126	2.07116851		
NM_002430.1_PROBE2	5.05e-09	9.55e-11	-9.7836683	14.589357	-2.45250681	MN1	MN1 proto-oncogene, transcriptional regulator
NM_007106.1_PROBE1	5.05e-09	9.52e-11	9.7853505	14.588426	1.47477693	UBL3	ubiquitin like 3
978832.10_PROBE1	5.08e-09	9.66e-11	9.7786316	14.583233	2.20757964	IFT80	intraflagellar transport 80
NM_012252.1_PROBE1	5.19e-09	9.89e-11	9.7687512	14.578406	1.94124958	TFEC	transcription factor EC
2110211CB1_PROBE1	5.25e-09	1.02e-10	9.756212	14.547707	1.76372725	MSANTD4	Myb/SANT DNA binding domain containing 4 with coiled-coils
NM_018247.1_PROBE1	5.25e-09	1.01e-10	9.7612443	14.540502	1.24964247	TMEM30A	transmembrane protein 30A
481528.8_PROBE1	5.25e-09	1.01e-10	9.7609095	14.539702	2.34127766		
NM_016299.1_PROBE1	5.25e-09	1.02e-10	9.7558881	14.535699	1.69934687	HSPA14	heat shock protein family A (Hsp70) member 14
NM_014920.1_PROBE1	5.25e-09	1.02e-10	9.7559145	14.535105	1.47925529	ICK	intestinal cell (MAK-like) kinase
NM_024045.1_PROBE1	5.25e-09	1.01e-10	9.7576119	14.523044	1.38342846	DDX50	DEAD-box helicase 50
NM_005711.1_PROBE1	5.56e-09	1.09e-10	-9.7283141	14.474656	-1.48154447	EDIL3	EGF like repeats and discoidin domains 3
AL050091_PROBE1	5.50e-09	1.07e-10	9.7345543	14.473218	1.58803545	POLR2M	RNA polymerase II subunit M
BC013934_PROBE1	5.71e-09	1.12e-10	9.7144969	14.448091	1.92039183	GIMAP2	GTPase, IMAP family member 2
NM_032016.1_PROBE1	5.65e-09	1.11e-10	9.7206153	14.444287	1.54432871	STARD3NL	STARD3 N-terminal like
233314.5_PROBE1	5.79e-09	1.15e-10	9.70554	14.433089	1.99389657	FAM122B	family with sequence similarity 122B
NM_025075.1_PROBE1	5.72e-09	1.13e-10	9.7128644	14.422589	1.33736525	THOC7	THO complex 7
AL162039_PROBE1	5.85e-09	1.17e-10	9.6966906	14.413895	1.70199061	MOB1B	MOB kinase activator 1B
NM_018307.1_PROBE1	5.79e-09	1.15e-10	9.7024344	14.409022	1.80223574	RHOT1	ras homolog family member T1
1382161.1_PROBE1	5.79e-09	1.15e-10	9.7034474	14.405598	2.47782095	CAPZA2	capping actin protein of muscle Z-line alpha subunit 2
1452741.7_PROBE1	5.79e-09	1.15e-10	9.7026272	14.398164	1.85002702	N4BP2L2	NEDD4 binding protein 2 like 2
D26067_PROBE1	5.96e-09	1.19e-10	9.6879573	14.373716	1.7293575	TMEM41B	transmembrane protein 41B
977837.8_PROBE1	5.98e-09	1.20e-10	9.6854428	14.366751	1.69721973	KATNBL1	katanin regulatory subunit B1 like 1
1996846CB1_PROBE1	6.00e-09	1.22e-10	-9.6798261	14.355025	-2.03646536	ENPEP	glutamyl aminopeptidase
NM_032368.1_PROBE1	5.99e-09	1.21e-10	9.6829984	14.350052	1.2490139	LZIC	leucine zipper and CTNNBIP1 domain containing
NM_002747.2_PROBE1	6.00e-09	1.21e-10	-9.6804348	14.348041	-1.25827287	MAPK4	mitogen-activated protein kinase 4
237736.3_PROBE1	6.02e-09	1.22e-10	9.6772378	14.346029	1.98487911	PPTC7	PTC7 protein phosphatase homolog
NM_031905.1_PROBE1	6.15e-09	1.25e-10	9.6669628	14.320197	1.34981411	ARMC10	armadillo repeat containing 10
NM_015967.1_PROBE1	6.21e-09	1.27e-10	9.6620062	14.314211	1.18728705	PTPN22	protein tyrosine phosphatase, non-receptor type 22
3232258CB1_PROBE1	6.27e-09	1.29e-10	9.6549807	14.314057	3.03015821	RAB21	RAB21, member RAS oncogene family
1867423CB1_PROBE1	6.35e-09	1.31e-10	9.648984	14.304938	1.9672776	MAPK6	mitogen-activated protein kinase 6
NM_001855.1_PROBE1	6.27e-09	1.29e-10	-9.6559083	14.290444	-2.0857554	COL15A1	collagen type XV alpha 1 chain
399618.1_PROBE1	6.37e-09	1.31e-10	-9.6463069	14.278599	-1.20329399	PROX1	prospero homeobox 1
X87872_PROBE1	6.55e-09	1.36e-10	-9.6308147	14.263773	-1.41630337	HNF4A	hepatocyte nuclear factor 4 alpha
NM_000698.1_PROBE1	6.44e-09	1.33e-10	-9.6401622	14.262192	-1.24998605	ALOX5	arachidonate 5-lipoxygenase
1706512CB1_PROBE1	6.49e-09	1.35e-10	9.635768	14.249263	2.3292545	CCPG1	cell cycle progression 1
AB011542_PROBE1	6.59e-09	1.38e-10	9.6267887	14.229611	1.8472552	MEGF9	multiple EGF like domains 9
3580186CB1_PROBE1	6.71e-09	1.40e-10	9.6181149	14.228299	1.51879519	CDC40	cell division cycle 40
340802.2_PROBE1	6.71e-09	1.41e-10	9.6167854	14.212592	1.87114915	SLCO4C1	solute carrier organic anion transporter family member 4C1
AF321617_PROBE1	7.05e-09	1.49e-10	9.593723	14.154834	2.33161206		
461992.23_PROBE1	7.05e-09	1.49e-10	9.5935936	14.150071	1.34678509	TM2D3	TM2 domain containing 3
NM_018834.1_PROBE1	7.09e-09	1.50e-10	9.5899485	14.14092	2.16458222	MATR3	matrin 3
1503670.3_PROBE1	7.09e-09	1.50e-10	-9.5889663	14.137202	-1.69019483	CNDP2	CNDP dipeptidase 2 (metallopeptidase M20 family)
AK025679_PROBE1	7.28e-09	1.56e-10	9.57437	14.131201	1.62126602	PPWD1	peptidylprolyl isomerase domain and WD repeat containing 1
3360857CB1_PROBE1	7.23e-09	1.54e-10	-9.5795624	14.114974	-1.62801728	GNMT	glycine N-methyltransferase
226186.1_PROBE1	7.33e-09	1.57e-10	9.5700834	14.10703	1.82599455	VCPIP1	valosin containing protein interacting protein 1
215217.8_PROBE1	7.28e-09	1.56e-10	9.5746436	14.09982	1.6904137		
2101803CB1_PROBE1	7.58e-09	1.63e-10	9.5543873	14.054439	1.61737984	SMYD2	SET and MYND domain containing 2
NM_014629.1_PROBE1	7.78e-09	1.68e-10	-9.5404927	14.051997	-1.48935163	ARHGEF10	Rho guanine nucleotide exchange factor 10
NM_001530.1_PROBE1	7.59e-09	1.64e-10	9.5531627	14.050658	1.61727611	HIF1A	hypoxia inducible factor 1 alpha subunit
NM_016123.1_PROBE1	7.71e-09	1.67e-10	9.5454177	14.037288	1.61942431	IRAK4	interleukin 1 receptor associated kinase 4
AL137681_PROBE1	7.93e-09	1.73e-10	9.5281143	14.019858	1.66570899		
334446.10_PROBE1	7.93e-09	1.74e-10	9.5272376	14.018391	1.8516814	TEFM	transcription elongation factor, mitochondrial
2059823CB1_PROBE1	7.93e-09	1.72e-10	9.5307281	14.000296	1.47476072	MAP1LC3B	microtubule associated protein 1 light chain 3 beta
2664907CB1_PROBE1	7.93e-09	1.73e-10	-9.5296503	13.99903	-0.85441675	FEV	FEV, ETS transcription factor
AB014550_PROBE1	7.93e-09	1.74e-10	9.5268273	13.997139	1.81497588	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1
444850.9_PROBE1	8.08e-09	1.78e-10	9.5160458	13.984177	2.7735765	GBP3	guanylate binding protein 3
NM_014642.1_PROBE1	8.01e-09	1.76e-10	9.5214559	13.983938	1.73031557		
NM_012086.1_PROBE1	8.08e-09	1.79e-10	-9.5155204	13.963693	-1.65153001	GTF3C3	general transcription factor IIIC subunit 3
1138132.13_PROBE1	8.31e-09	1.85e-10	-9.5000694	13.956777	-1.65785525	DOCK6	dedicator of cytokinesis 6
NM_005794.1_PROBE1	8.20e-09	1.82e-10	-9.5079279	13.954221	-1.54558172	DHRS2	dehydrogenase/reductase 2
NM_018693.1_PROBE1	8.38e-09	1.88e-10	9.492852	13.94552	2.18124418		
7488564CB1_PROBE1	8.38e-09	1.89e-10	-9.4923964	13.943079	-1.27962126	IFNA1	interferon alpha 1
602059CB1_PROBE1	8.31e-09	1.85e-10	9.5009559	13.936363	1.53938897	SPHAR	S-phase response (cyclin related)
444179CB1_PROBE1	8.38e-09	1.88e-10	9.4941161	13.920873	1.89864412	ZNF558	zinc finger protein 558
NM_004125.1_PROBE1	8.38e-09	1.88e-10	9.4933745	13.916416	2.53624769	DNAJC25-GNG10	DNAJC25-GNG10 readthrough
NM_016570.1_PROBE1	8.41e-09	1.90e-10	9.4887823	13.908199	1.39512997	ERGIC2	ERGIC and golgi 2
NM_005642.2_PROBE1	8.39e-09	1.89e-10	9.4906201	13.902561	1.40409554	TAF7	TATA-box binding protein associated factor 7
NM_024941.1_PROBE1	8.68e-09	1.97e-10	9.473558	13.901097	2.38700102	TRAPPC13	trafficking protein particle complex 13
1977820CB1_PROBE1	8.68e-09	1.97e-10	9.4731701	13.867183	1.56023408	MKKS	McKusick-Kaufman syndrome
237693.1_PROBE1	8.88e-09	2.03e-10	9.4615226	13.865694	2.25696696		
NM_014645.1_PROBE1	8.90e-09	2.04e-10	9.4594116	13.862377	2.19064972		
344095.3_PROBE1	8.68e-09	1.98e-10	9.4723475	13.860684	1.62510492		
AA854267_PROBE1	8.94e-09	2.06e-10	9.4552174	13.858815	2.06624096		
AF035307_PROBE1	8.91e-09	2.05e-10	9.4577382	13.834976	1.94414213	PLXNC1	plexin C1
AB029006_PROBE1	9.11e-09	2.12e-10	9.443619	13.821457	1.94177486	SPAST	spastin
236152.1_PROBE1	9.11e-09	2.12e-10	9.4425471	13.820951	1.62457453	NEDD1	neural precursor cell expressed, developmentally down-regulated 1
NM_006537.1_PROBE1	8.97e-09	2.07e-10	9.453137	13.816445	1.30124064	USP3	ubiquitin specific peptidase 3
NM_032312.1_PROBE1	9.10e-09	2.11e-10	9.4457033	13.798578	1.5340608	YIPF4	Yip1 domain family member 4
412293.2_PROBE1	9.11e-09	2.13e-10	9.4417691	13.789833	1.70612825		
NM_022471.1_PROBE1	9.16e-09	2.15e-10	9.4377283	13.789428	1.77797988		
NM_002485.2_PROBE1	9.11e-09	2.13e-10	9.441166	13.785835	1.27363342	NBN	nibrin
NM_015185.1_PROBE1	9.20e-09	2.16e-10	-9.434539	13.780181	-1.11647585	ARHGEF9	Cdc42 guanine nucleotide exchange factor 9
NM_032653.1_PROBE1	9.20e-09	2.17e-10	-9.4340531	13.7783	-1.51049649		
474928.4_PROBE1	9.30e-09	2.19e-10	9.4286549	13.776043	2.33774373	FNDC3B	fibronectin type III domain containing 3B
NM_014322.1_PROBE1	9.31e-09	2.20e-10	-9.4271233	13.764793	-1.54117225	OPN3	opsin 3
6599683CB1_PROBE1	9.55e-09	2.26e-10	9.4153181	13.758776	1.94668716	DTWD1	DTW domain containing 1
2472867CB1_PROBE1	9.73e-09	2.32e-10	9.4039729	13.725499	3.3014974	RSL24D1	ribosomal L24 domain containing 1
AB037748_PROBE1	9.73e-09	2.32e-10	9.4046081	13.704387	1.53683008	BOD1L1	biorientation of chromosomes in cell division 1 like 1
AK002107_PROBE1	9.73e-09	2.31e-10	-9.4058876	13.704174	-1.61123913	RAB3B	RAB3B, member RAS oncogene family
7478318CB1_PROBE1	9.73e-09	2.33e-10	9.403229	13.701894	1.72227257	MAP3K7	mitogen-activated protein kinase kinase kinase 7
120682.1_PROBE1	9.82e-09	2.36e-10	9.3984592	13.693914	1.2561304	LNX2	ligand of numb-protein X 2
NM_022977.1_PROBE1	9.85e-09	2.38e-10	9.3940736	13.684903	2.31713982	ACSL4	acyl-CoA synthetase long-chain family member 4
L49207_PROBE1	9.85e-09	2.38e-10	-9.3943561	13.683499	-1.82705138	PTK2B	protein tyrosine kinase 2 beta
NM_017918.1_PROBE1	9.85e-09	2.37e-10	9.3951066	13.682661	1.50734732	MCUB	mitochondrial calcium uniporter dominant negative beta subunit
1500348.2_PROBE1	9.91e-09	2.40e-10	9.3904745	13.675729	2.02032983	RAB2A	RAB2A, member RAS oncogene family
NM_002789.1_PROBE1	9.92e-09	2.41e-10	9.3892564	13.674711	1.7291429	PSMA4	proteasome subunit alpha 4
1448119.2_PROBE1	1.01e-08	2.45e-10	9.3810728	13.646552	1.73297623	INTS6	integrator complex subunit 6
AB033020_PROBE1	1.02e-08	2.49e-10	9.3754791	13.634008	1.37890982	CNOT6	CCR4-NOT transcription complex subunit 6
NM_002892.2_PROBE1	1.07e-08	2.62e-10	9.3541202	13.62031	1.98399915	ARID4A	AT-rich interaction domain 4A
NM_003187.1_PROBE1	1.07e-08	2.61e-10	9.3558222	13.59711	1.40533048	TAF9	TATA-box binding protein associated factor 9
NM_014043.1_PROBE1	1.09e-08	2.70e-10	9.3415479	13.587689	1.76234484	CHMP2B	charged multivesicular body protein 2B
